                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                0.35107,                 0.2022,                0.80324,                0.95304,                0.97574,                0.98337,                0.73862,                0.54628,                 0.2297,                0.84813,             0.00038211,             0.00038211,             0.00038211
                    151,                0.36348,                0.20647,                0.80561,                0.99813,                0.93817,                0.97888,                0.73888,                0.53352,                0.23117,                0.84344,             0.00037504,             0.00037504,             0.00037504
                    152,                 0.3627,                0.20613,                0.80678,                0.96783,                0.95238,                0.97523,                0.74911,                0.53049,                0.22865,                 0.8388,             0.00036797,             0.00036797,             0.00036797
                    153,                0.35301,                0.20225,                0.80434,                0.97596,                0.96447,                0.99048,                0.71969,                0.57773,                0.23652,                0.86286,             0.00036089,             0.00036089,             0.00036089
                    154,                0.35262,                0.20113,                0.80333,                0.97521,                0.97291,                0.98202,                0.73091,                0.58428,                 0.2411,                0.86172,             0.00035382,             0.00035382,             0.00035382
                    155,                0.35063,                0.20181,                0.80333,                0.97473,                0.97292,                0.98535,                0.73309,                0.57009,                0.24214,                0.85633,             0.00034675,             0.00034675,             0.00034675
                    156,                0.35725,                0.20382,                0.80544,                0.97312,                0.97748,                0.99079,                0.73741,                0.56278,                 0.2356,                0.85746,             0.00033967,             0.00033967,             0.00033967
                    157,                0.35588,                0.20367,                0.80502,                0.97476,                0.96209,                0.98264,                0.74614,                0.54214,                0.23098,                0.84733,              0.0003326,              0.0003326,              0.0003326
                    158,                0.34375,                0.19944,                0.80202,                0.97405,                 0.9775,                0.98536,                0.73362,                0.55373,                0.23292,                 0.8549,             0.00032553,             0.00032553,             0.00032553
                    159,                0.34959,                0.19943,                0.80366,                0.97698,                0.97422,                 0.9896,                0.74948,                0.53869,                0.22951,                0.84744,             0.00031845,             0.00031845,             0.00031845
                    160,                0.35082,                0.20175,                0.80335,                0.94998,                0.97741,                 0.9864,                0.74419,                0.55366,                 0.2317,                0.85129,             0.00031138,             0.00031138,             0.00031138
                    161,                0.34849,                0.19937,                0.80207,                0.95405,                0.97312,                0.97872,                0.72852,                0.55137,                0.22957,                0.85183,             0.00030431,             0.00030431,             0.00030431
                    162,                0.33712,                0.19432,                 0.8024,                0.97034,                0.97746,                0.99029,                0.74095,                0.55088,                0.22987,                0.85373,             0.00029723,             0.00029723,             0.00029723
                    163,                 0.3384,                0.19597,                0.80314,                0.97361,                 0.9724,                0.98692,                0.73162,                0.56308,                0.23297,                0.85863,             0.00029016,             0.00029016,             0.00029016
                    164,                0.34788,                0.19928,                0.80354,                0.97102,                 0.9495,                0.98687,                0.73837,                0.55184,                0.23148,                0.85122,             0.00028308,             0.00028308,             0.00028308
                    165,                0.34132,                0.19642,                0.80388,                0.93487,                0.97748,                0.98332,                0.71919,                0.56837,                0.23256,                0.85634,             0.00027601,             0.00027601,             0.00027601
                    166,                0.33915,                0.19576,                0.80363,                0.96215,                0.94867,                0.98111,                0.72845,                0.57455,                0.23616,                0.86357,             0.00026894,             0.00026894,             0.00026894
                    167,                0.34298,                0.19747,                0.80411,                0.95634,                0.97471,                0.98581,                0.73201,                0.55071,                0.23008,                0.85654,             0.00026186,             0.00026186,             0.00026186
                    168,                0.34256,                0.19581,                0.80367,                0.95639,                0.97497,                0.98777,                0.74902,                0.58077,                0.23783,                0.86652,             0.00025479,             0.00025479,             0.00025479
                    169,                0.34496,                0.19604,                0.80429,                0.94289,                0.94789,                0.98689,                0.74203,                0.56497,                0.23139,                0.85525,             0.00024772,             0.00024772,             0.00024772
                    170,                0.33748,                0.19425,                0.80123,                0.97573,                0.93431,                0.98792,                0.73988,                0.57532,                0.23314,                0.86386,             0.00024064,             0.00024064,             0.00024064
                    171,                0.33935,                0.19505,                0.80188,                0.97503,                0.95984,                0.99139,                0.74451,                0.57554,                0.23425,                 0.8659,             0.00023357,             0.00023357,             0.00023357
                    172,                0.33268,                0.19201,                0.80151,                0.94723,                0.97327,                0.98359,                0.73532,                0.57783,                0.23357,                0.86616,              0.0002265,              0.0002265,              0.0002265
                    173,                 0.3405,                0.19534,                0.80377,                0.94058,                0.97594,                0.98823,                0.73736,                0.57135,                0.23229,                0.86385,             0.00021942,             0.00021942,             0.00021942
                    174,                0.33751,                0.19442,                 0.8016,                0.95374,                0.93428,                 0.9735,                0.73224,                0.57352,                0.23452,                0.86221,             0.00021235,             0.00021235,             0.00021235
                    175,                0.33699,                0.19526,                0.80202,                 0.9707,                0.92943,                0.98265,                0.74779,                0.55789,                0.23112,                0.85793,             0.00020528,             0.00020528,             0.00020528
                    176,                0.33005,                0.19186,                0.80194,                0.97345,                0.94959,                0.98893,                0.75138,                0.56226,                0.22922,                0.86196,              0.0001982,              0.0001982,              0.0001982
                    177,                0.33066,                 0.1911,                0.80155,                0.97202,                0.97276,                0.99028,                0.74172,                0.58058,                0.23406,                0.86835,             0.00019113,             0.00019113,             0.00019113
                    178,                0.33208,                0.19283,                0.80083,                0.97741,                0.97743,                0.99146,                0.73841,                0.53624,                0.22335,                0.85032,             0.00018406,             0.00018406,             0.00018406
                    179,                0.32937,                0.19094,                  0.801,                 0.9634,                0.95651,                0.99042,                0.74346,                0.55997,                0.22879,                0.85913,             0.00017698,             0.00017698,             0.00017698
                    180,                 0.3273,                0.19013,                 0.8005,                0.97999,                0.97571,                0.99029,                0.74419,                0.54758,                0.22571,                0.85454,             0.00016991,             0.00016991,             0.00016991
                    181,                0.33137,                0.19222,                0.80055,                 0.9669,                0.97748,                0.99029,                0.74889,                0.51382,                0.21823,                0.84056,             0.00016283,             0.00016283,             0.00016283
                    182,                0.32605,                0.18898,                0.80097,                0.96095,                 0.9775,                0.99029,                0.75704,                0.51764,                0.21986,                0.84337,             0.00015576,             0.00015576,             0.00015576
                    183,                 0.3269,                0.18877,                 0.7987,                0.95984,                0.98369,                0.99382,                0.75662,                0.55607,                0.23035,                0.86069,             0.00014869,             0.00014869,             0.00014869
                    184,                0.33072,                0.18973,                0.80404,                0.95556,                0.98036,                0.99381,                0.75407,                0.56248,                0.23073,                0.86377,             0.00014161,             0.00014161,             0.00014161
                    185,                 0.3227,                0.18843,                0.79825,                0.95531,                0.97993,                0.99382,                0.74842,                0.56289,                0.23123,                0.86194,             0.00013454,             0.00013454,             0.00013454
                    186,                0.32088,                0.18688,                0.80052,                0.96628,                0.98155,                0.99382,                0.75142,                0.56482,                0.23153,                0.86661,             0.00012747,             0.00012747,             0.00012747
                    187,                0.32541,                 0.1885,                 0.7988,                0.96048,                0.97949,                0.99499,                0.74923,                0.54857,                0.22693,                0.85388,             0.00012039,             0.00012039,             0.00012039
                    188,                0.31735,                0.18556,                0.80046,                 0.9535,                 0.9775,                0.99257,                0.74999,                0.55094,                0.22681,                0.85495,             0.00011332,             0.00011332,             0.00011332
                    189,                0.32274,                0.18747,                0.80164,                0.96722,                0.97751,                0.99257,                0.75711,                0.55197,                0.22693,                0.85814,             0.00010625,             0.00010625,             0.00010625
