               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.035056,             0.23321,           0.0012071,             0.45964,             0.43098,             0.53995,             0.42619,            0.027282,             0.22299,           0.0015368,            0.002179,            0.002179,            0.002179
                 160,            0.034525,             0.23592,           0.0011562,             0.47364,             0.41821,             0.52271,             0.41355,            0.027792,             0.22046,           0.0015846,           0.0021295,           0.0021295,           0.0021295
                 161,            0.033741,             0.23165,           0.0011954,             0.46435,             0.41816,             0.51992,             0.41244,            0.027433,              0.2238,           0.0016079,             0.00208,             0.00208,             0.00208
                 162,            0.034444,             0.23002,           0.0012006,             0.39382,             0.43103,             0.52738,             0.41543,            0.027676,              0.2251,           0.0015797,           0.0020305,           0.0020305,           0.0020305
                 163,            0.034136,             0.23553,           0.0012025,             0.36347,             0.42504,             0.51452,             0.40897,            0.027579,             0.21618,           0.0015531,            0.001981,            0.001981,            0.001981
                 164,            0.034186,             0.22655,           0.0011144,             0.47683,             0.43103,             0.56305,             0.44082,            0.027449,             0.21669,           0.0015387,           0.0019315,           0.0019315,           0.0019315
                 165,             0.03347,             0.22699,           0.0011214,             0.50175,             0.42528,             0.55683,             0.43488,            0.027483,             0.22899,           0.0015262,            0.001882,            0.001882,            0.001882
                 166,            0.034033,             0.22999,           0.0011309,             0.37864,             0.43103,             0.51918,             0.41212,            0.027486,              0.2204,           0.0015304,           0.0018325,           0.0018325,           0.0018325
                 167,            0.033548,              0.2247,           0.0011377,             0.41859,              0.4245,             0.54363,              0.4212,            0.027442,             0.22755,           0.0015292,            0.001783,            0.001783,            0.001783
                 168,            0.034076,              0.2267,           0.0011374,             0.41168,             0.41821,             0.52708,             0.41488,            0.027231,             0.22142,           0.0015353,           0.0017335,           0.0017335,           0.0017335
                 169,            0.033687,             0.22634,           0.0011392,             0.41524,             0.41827,             0.55813,             0.43391,            0.027309,             0.22868,           0.0015511,            0.001684,            0.001684,            0.001684
                 170,            0.034358,             0.22419,           0.0011218,             0.42923,             0.43109,             0.55126,              0.4282,            0.027568,             0.22549,            0.001501,           0.0016345,           0.0016345,           0.0016345
                 171,            0.033736,              0.2242,           0.0010803,             0.39551,             0.43103,             0.57572,              0.4478,            0.027423,             0.22449,           0.0014578,            0.001585,            0.001585,            0.001585
                 172,            0.033843,             0.22453,           0.0011094,             0.44344,             0.43109,             0.56356,             0.43799,            0.027752,             0.23606,           0.0014281,           0.0015355,           0.0015355,           0.0015355
                 173,            0.033495,             0.23178,           0.0010847,             0.42563,             0.43109,             0.56389,             0.43651,            0.027539,             0.22578,           0.0014138,            0.001486,            0.001486,            0.001486
                 174,            0.034306,              0.2295,            0.001128,             0.50392,             0.43103,             0.56203,             0.43238,            0.027467,              0.2235,           0.0014401,           0.0014365,           0.0014365,           0.0014365
                 175,            0.033944,             0.22638,           0.0011034,             0.49131,             0.41827,             0.56584,             0.43751,            0.027393,             0.23474,           0.0014149,            0.001387,            0.001387,            0.001387
                 176,            0.033812,             0.22339,           0.0011345,             0.35536,             0.41821,             0.56254,             0.43936,            0.027159,             0.22411,           0.0014159,           0.0013375,           0.0013375,           0.0013375
                 177,            0.033862,             0.22382,           0.0010845,             0.38856,             0.43103,             0.56322,             0.44036,            0.027392,             0.22331,           0.0014006,            0.001288,            0.001288,            0.001288
                 178,            0.033027,             0.22471,           0.0010767,             0.46712,             0.43103,             0.56343,             0.43435,            0.027658,             0.23097,           0.0014153,           0.0012385,           0.0012385,           0.0012385
                 179,            0.033492,             0.22344,           0.0010327,             0.41399,             0.43103,             0.58253,             0.45878,            0.027455,             0.22113,           0.0013726,            0.001189,            0.001189,            0.001189
                 180,            0.032773,             0.21602,           0.0010557,              0.4276,             0.44385,             0.57669,             0.45589,            0.027218,             0.22053,           0.0013548,           0.0011395,           0.0011395,           0.0011395
                 181,            0.033168,             0.22834,           0.0010767,             0.41697,             0.44391,             0.56837,             0.43226,            0.027516,             0.23113,           0.0013586,             0.00109,             0.00109,             0.00109
                 182,            0.033529,             0.21889,           0.0010443,             0.43092,             0.43109,             0.57651,             0.43975,            0.027082,             0.22276,           0.0013377,           0.0010405,           0.0010405,           0.0010405
                 183,            0.033306,             0.22234,           0.0010346,             0.43169,             0.44391,             0.58477,             0.45523,            0.027368,             0.23119,            0.001365,            0.000991,            0.000991,            0.000991
                 184,            0.033388,             0.22256,           0.0010557,              0.4525,             0.44249,             0.55496,             0.43042,            0.027511,             0.22733,           0.0013682,           0.0009415,           0.0009415,           0.0009415
                 185,            0.033998,             0.22639,          0.00099837,             0.40551,             0.43103,             0.56085,              0.4309,             0.02735,             0.22329,           0.0013432,            0.000892,            0.000892,            0.000892
                 186,            0.033285,              0.2234,           0.0010723,             0.42352,             0.44385,             0.55987,             0.43822,            0.027141,             0.22117,           0.0013299,           0.0008425,           0.0008425,           0.0008425
                 187,            0.034184,             0.22678,            0.001138,             0.47717,             0.44013,             0.56116,             0.43635,            0.026933,             0.22366,           0.0013445,            0.000793,            0.000793,            0.000793
                 188,            0.034174,             0.22467,           0.0010955,             0.44528,             0.44391,             0.56272,             0.43426,            0.027328,             0.23461,           0.0013239,           0.0007435,           0.0007435,           0.0007435
                 189,             0.03298,             0.22351,           0.0010457,             0.41438,             0.44391,              0.5715,             0.44503,            0.027228,             0.22935,           0.0013322,            0.000694,            0.000694,            0.000694
                 190,            0.033494,             0.22493,           0.0010376,             0.41606,             0.45234,              0.5758,             0.45122,            0.027039,             0.22995,           0.0013555,           0.0006445,           0.0006445,           0.0006445
                 191,            0.032706,             0.21901,          0.00099204,             0.42008,             0.46019,             0.57481,             0.44224,            0.027118,             0.22298,           0.0013357,            0.000595,            0.000595,            0.000595
                 192,             0.03306,             0.22496,           0.0010155,             0.41657,             0.45647,             0.57557,             0.45042,            0.027184,             0.22893,           0.0013129,           0.0005455,           0.0005455,           0.0005455
                 193,            0.032662,              0.2199,           0.0010205,             0.42695,             0.45634,             0.57417,              0.4456,            0.027314,             0.23427,           0.0013224,            0.000496,            0.000496,            0.000496
                 194,            0.033218,             0.21526,           0.0010104,             0.43103,             0.44987,             0.57778,             0.44816,            0.027235,             0.23028,           0.0013156,           0.0004465,           0.0004465,           0.0004465
                 195,            0.033173,             0.22075,           0.0010455,             0.47132,             0.45187,             0.57742,             0.45075,            0.027078,             0.22319,           0.0013157,            0.000397,            0.000397,            0.000397
                 196,            0.032775,              0.2162,           0.0010067,             0.43278,             0.46469,             0.57485,             0.44347,            0.027227,             0.22714,           0.0013038,           0.0003475,           0.0003475,           0.0003475
                 197,            0.032781,             0.21536,           0.0010172,             0.42622,             0.46748,             0.56801,              0.4439,            0.027307,             0.22876,           0.0012995,            0.000298,            0.000298,            0.000298
                 198,             0.03334,             0.21579,          0.00095428,             0.42409,             0.46469,             0.56452,             0.44058,            0.027293,             0.23124,           0.0012895,           0.0002485,           0.0002485,           0.0002485
                 199,             0.03289,             0.20943,           0.0010226,             0.43711,             0.46469,             0.57394,              0.4399,            0.027168,             0.22912,           0.0012885,            0.000199,            0.000199,            0.000199
