                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                0.29061,                0.16046,                0.80686,                0.97698,                0.97278,                0.98917,                0.80282,                0.58298,                0.21881,                0.87692,             0.00016972,             0.00016972,             0.00016972
                    157,                0.30784,                0.16772,                0.80828,                0.99423,                0.95386,                0.97828,                0.79879,                0.57063,                0.21331,                0.87104,             0.00016618,             0.00016618,             0.00016618
                    158,                0.29687,                0.16545,                0.80487,                0.96502,                0.95441,                0.97455,                0.79924,                0.55485,                0.21192,                0.86288,             0.00016265,             0.00016265,             0.00016265
                    159,                0.30121,                0.16332,                0.80592,                0.98331,                0.95483,                0.97609,                0.79602,                0.58495,                0.21989,                0.87396,             0.00015911,             0.00015911,             0.00015911
                    160,                0.28644,                0.16049,                0.80176,                 0.9575,                0.99605,                0.99074,                0.80144,                0.54824,                0.20971,                0.85997,             0.00015558,             0.00015558,             0.00015558
                    161,                 0.2929,                0.16371,                0.80518,                0.98519,                0.97581,                0.99218,                0.81361,                0.57491,                0.21513,                0.86715,             0.00015205,             0.00015205,             0.00015205
                    162,                0.30118,                0.16201,                0.80994,                0.97837,                0.99978,                0.99396,                0.82632,                0.55628,                0.21177,                0.86053,             0.00014851,             0.00014851,             0.00014851
                    163,                0.29528,                0.16194,                0.80765,                0.99695,                0.97747,                0.98746,                0.82741,                0.54034,                0.20629,                0.85669,             0.00014498,             0.00014498,             0.00014498
                    164,                0.31392,                0.16669,                0.81426,                0.99237,                0.97763,                0.99372,                0.81722,                0.53105,                 0.2044,                0.85001,             0.00014144,             0.00014144,             0.00014144
                    165,                0.27949,                0.15855,                0.80412,                0.98402,                0.95262,                0.99005,                0.81449,                0.54779,                0.20758,                0.85959,             0.00013791,             0.00013791,             0.00013791
                    166,                0.30118,                0.16344,                0.80099,                0.96135,                0.99785,                0.99226,                0.82383,                0.58702,                0.21825,                0.87067,             0.00013437,             0.00013437,             0.00013437
                    167,                0.29785,                0.16144,                0.80404,                0.98548,                0.99978,                0.99498,                0.82749,                0.56902,                0.21318,                0.86542,             0.00013084,             0.00013084,             0.00013084
                    168,                0.28347,                0.15797,                0.80394,                0.99755,                0.98156,                0.99494,                0.82757,                0.57492,                0.21289,                0.87049,             0.00012731,             0.00012731,             0.00012731
                    169,                 0.2935,                0.16268,                 0.8053,                0.99117,                0.97756,                0.99371,                0.81641,                0.53643,                0.20399,                0.85898,             0.00012377,             0.00012377,             0.00012377
                    170,                0.28889,                0.15881,                 0.8061,                0.99276,                0.99836,                0.99353,                0.82172,                0.55868,                   0.21,                0.86474,             0.00012024,             0.00012024,             0.00012024
                    171,                0.31381,                0.16526,                0.81856,                0.98494,                0.99978,                0.99328,                0.83032,                 0.5596,                0.21134,                0.86682,              0.0001167,              0.0001167,              0.0001167
                    172,                0.27367,                0.15399,                0.80297,                0.98772,                0.99811,                0.99496,                0.82967,                0.55211,                0.20685,                0.86369,             0.00011317,             0.00011317,             0.00011317
                    173,                0.26644,                0.15108,                0.79804,                0.98691,                 0.9756,                0.98922,                0.82168,                0.56807,                0.21287,                 0.8693,             0.00010963,             0.00010963,             0.00010963
                    174,                0.27691,                0.15638,                0.80192,                0.98005,                 0.9726,                 0.9937,                0.80809,                0.54819,                0.20708,                0.86099,              0.0001061,              0.0001061,              0.0001061
                    175,                 0.2768,                0.15554,                 0.8051,                0.98657,                0.97566,                0.99075,                 0.8145,                0.55118,                0.20754,                0.86226,             0.00010257,             0.00010257,             0.00010257
                    176,                 0.2762,                0.15496,                0.80228,                0.99175,                0.97756,                0.99075,                0.80305,                0.58186,                0.21511,                0.87179,             9.9032e-05,             9.9032e-05,             9.9032e-05
                    177,                0.26865,                0.15107,                0.80205,                 0.9905,                0.95325,                0.98264,                0.81605,                0.54793,                0.20957,                0.86263,             9.5498e-05,             9.5498e-05,             9.5498e-05
                    178,                0.27772,                0.15352,                0.80028,                0.99087,                0.93256,                 0.9761,                  0.806,                0.56411,                0.21297,                 0.8707,             9.1963e-05,             9.1963e-05,             9.1963e-05
                    179,                0.27999,                0.15563,                0.80394,                0.99101,                0.95533,                0.98276,                0.81721,                0.54982,                0.20805,                0.86632,             8.8429e-05,             8.8429e-05,             8.8429e-05
                    180,                0.26085,                0.14911,                0.80263,                0.99043,                0.95533,                0.99094,                0.81887,                0.54352,                0.20504,                0.86064,             8.4895e-05,             8.4895e-05,             8.4895e-05
                    181,                0.26869,                0.15035,                  0.801,                0.98466,                 0.9759,                0.99063,                0.80789,                 0.5901,                0.21642,                0.87849,              8.136e-05,              8.136e-05,              8.136e-05
                    182,                0.29174,                 0.1562,                0.80684,                0.98883,                0.97756,                0.99254,                0.82988,                0.54555,                0.20551,                0.86438,             7.7826e-05,             7.7826e-05,             7.7826e-05
                    183,                0.29302,                0.15867,                0.81122,                0.97902,                0.97514,                0.98924,                0.82381,                0.55092,                0.20709,                0.86429,             7.4292e-05,             7.4292e-05,             7.4292e-05
                    184,                0.28197,                0.15466,                0.80179,                0.98915,                0.95533,                 0.9786,                0.81924,                0.56154,                0.21266,                0.87035,             7.0757e-05,             7.0757e-05,             7.0757e-05
                    185,                0.26935,                0.15261,                0.80346,                0.97897,                0.97435,                0.99071,                 0.8259,                0.54513,                0.20828,                0.86635,             6.7223e-05,             6.7223e-05,             6.7223e-05
                    186,                0.26633,                0.15281,                0.79535,                0.98171,                0.95328,                0.98999,                0.80692,                0.57477,                0.21549,                 0.8743,             6.3689e-05,             6.3689e-05,             6.3689e-05
                    187,                0.26425,                 0.1509,                0.79787,                0.99274,                0.97756,                0.99368,                 0.8212,                0.53565,                0.20213,                0.86178,             6.0154e-05,             6.0154e-05,             6.0154e-05
                    188,                0.25391,                0.14506,                 0.7974,                0.99281,                0.97756,                0.99361,                0.82251,                0.56441,                0.21008,                0.87071,              5.662e-05,              5.662e-05,              5.662e-05
                    189,                 0.2724,                 0.1491,                0.80502,                0.95621,                0.99978,                0.99223,                0.82246,                0.55743,                0.20765,                0.86829,             5.3086e-05,             5.3086e-05,             5.3086e-05
                    190,                0.28051,                0.15169,                0.80975,                0.99262,                 0.9747,                 0.9937,                0.82216,                0.54013,                0.20378,                0.86406,             4.9552e-05,             4.9552e-05,             4.9552e-05
                    191,                0.23138,                0.13924,                0.79183,                0.99682,                0.95533,                0.99107,                0.82494,                0.52787,                0.20112,                0.86472,             4.6017e-05,             4.6017e-05,             4.6017e-05
                    192,                 0.2195,                 0.1356,                0.78953,                0.98979,                0.97665,                0.99373,                 0.8132,                0.54758,                0.20668,                0.87172,             4.2483e-05,             4.2483e-05,             4.2483e-05
                    193,                0.23462,                0.13814,                0.79846,                0.97976,                0.99654,                0.99498,                0.81634,                0.55681,                0.21116,                  0.875,             3.8949e-05,             3.8949e-05,             3.8949e-05
                    194,                0.20319,                0.12841,                0.78578,                0.99684,                0.97756,                0.99374,                0.83828,                0.52064,                 0.2015,                0.85896,             3.5414e-05,             3.5414e-05,             3.5414e-05
                    195,                0.20478,                 0.1276,                0.78494,                 0.9951,                0.97756,                0.99165,                0.82955,                0.52061,                0.20279,                0.85914,              3.188e-05,              3.188e-05,              3.188e-05
                    196,                0.21891,                 0.1322,                0.78739,                0.98881,                0.97583,                0.98749,                0.82272,                0.52373,                 0.2031,                0.86225,             2.8346e-05,             2.8346e-05,             2.8346e-05
                    197,                0.21055,                0.12884,                 0.7844,                0.98939,                0.97609,                0.99165,                0.81976,                0.52758,                0.20449,                0.86587,             2.4812e-05,             2.4812e-05,             2.4812e-05
                    198,                0.21408,                0.12944,                0.78876,                0.99011,                0.97603,                0.98862,                0.81939,                0.53154,                0.20432,                0.86786,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    199,                0.20513,                0.12657,                0.78515,                 0.9908,                0.97638,                0.98803,                0.80636,                0.53005,                0.20427,                0.86786,             1.7743e-05,             1.7743e-05,             1.7743e-05
                    200,                0.20495,                0.12549,                0.78629,                0.99134,                 0.9767,                0.99077,                0.81682,                0.52821,                 0.2026,                0.86874,             1.4209e-05,             1.4209e-05,             1.4209e-05
